Tetramolopium rockii Sherff;1673204032000;12
Tanacetum coccineum (Willd.) Grierson;1661113034000;31
Tithonia rotundifolia (Mill.) S.F. Blake;1665237198000;55
Flavoparmelia concreta (Stizenb.) ?, ined.?;1671265693000;172
Chenopodium incanum (S. Watson) A. Heller var. incanum;1667519409000;161
Lomatium ambiguum (Nutt.) J.M. Coult. & Rose;1671286319000;8
Romanzoffia Cham.;1651584113000;73
Ruellia caroliniensis (J.F. Gmel.) Steud.;1652682860000;151
Lupinus kingii S. Watson;1664367642000;31
Stenogonum salsuginosum Nutt.;1671105830000;114
Piptocoma acevedoi Pruski;1668980089000;87
Glandularia chiricahensis Umber;1653107881000;102
Douglasia alaskana (Coville & Standl. ex Hultén) S. Kelso;1668337164000;159
Lomatium foeniculaceum (Nutt.) J.M. Coult. & Rose;1678662327000;68
Entelea R. Br.;1668353316000;172
Crataegus wootoniana Eggl.;1671958095000;39
Microseris elegans Greene ex A. Gray;1667904305000;112
Jacquemontia havanensis (Jacq.) Urb.;1660820772000;105
Scutellaria lateriflora L. var. lateriflora;1660479215000;19
Acarospora nitida H. Magn.;1673675372000;129
Andropogon gerardii Vitman;1672650830000;177
Actaea racemosa L. var. dissecta (A. Gray) J. Compton;1680417876000;169
Manihot catingae Ule;1659193571000;43
Limosella pubiflora Pennell;1652229472000;130
Silene caroliniana Walter;1668052056000;136
Oonopsis engelmannii (A. Gray) Greene;1654673670000;168
Spergularia villosa (Pers.) Camb.;1659397150000;84
Rinodina archaea (Ach.) Arnold;1672345055000;103
Wahlenbergia marginata (Thunb.) A. DC.;1672731460000;52
Luzula divaricata S. Watson;1670450757000;29
Plagiobothrys kingii (S. Watson) A. Gray var. harknessii (Greene) Jeps.;1656231975000;114
Linaria Mill.;1668360672000;9
Solidago canadensis L. var. lepida (DC.) Cronquist;1667311411000;38
Corylus cornuta Marshall var. cornuta;1651019867000;80
Schizachyrium sanguineum (Retz.) Alston;1668575954000;124
Plagiobothrys tener (Greene) I.M. Johnst. var. tener;1666879220000;143
Chaenotheca subroscida (Eitner) Zahlbr.;1651962686000;65
Photinia villosa (Thunb.) DC.;1670284310000;34
Pandanus macrojeanneretia Martelli;1672412542000;112
Andreaea obovata Thed.;1678197553000;101
Lupinus suksdorfii B.L. Rob.;1657124143000;2
Syzygium sandwicense (A. Gray) Nied.;1679874018000;197
Daniellia thurifera Benn.;1677504091000;87
Calamagrostis breweri Thurb.;1681435259000;67
Trifolium purpureum Loisel;1654122912000;8
Eurybia mirabilis (Torr. & A. Gray) G.L. Nesom;1671210180000;52
Achillea alpina L.;1671339560000;47
Mimosa quadrivalvis L. var. leptocarpa (DC.) Barneby, nom. inq.;1677964450000;99
Lappula Moench;1662843197000;161
Halimodendron halodendron (Pall.) Voss;1668165271000;71
Bryum calophyllum R. Br.;1667085308000;80
Rinodina ochrocea Willey ex Fink;1659544013000;132
Sacciolepis indica (L.) Chase;1663741031000;51
Diospyros mespiliformis Hochst. ex A. DC.;1678086669000;4
Woodsia ×abbeae Butters;1659309150000;121
Physalis crassifolia Benth. var. crassifolia;1650619515000;54
Saccharum brevibarbe (Michx.) Pers.;1680292396000;75
Leptochloa divaricatissima S.T. Blake;1674857649000;125
Cycas revoluta Thunb.;1674301072000;190
Psilactis heterocarpa (R.L. Hartm. & M.A. Lane) D. Morgan;1651006570000;171
Thunbergia fragrans Roxb.;1678084509000;108
Punctelia reddenda (Stirt.) Krog;1651524803000;115
Eleocharis ochrostachys Steud.;1671604614000;61
Melampodium strigosum Stuessy;1676938056000;8
Stachys annua (L.) L.;1668553950000;108
Strigula wilsonii (Riddle) R.C. Harris;1665802383000;178
Laportea Gaudich.;1670626847000;36
Porina lectissima (Fr.) Zahlbr.;1669972409000;131
Monardella douglasii Benth. ssp. venosa (Torr.) Jokerst;1681267781000;175
Anredera cordifolia (Ten.) Steenis;1650786945000;116
Rubus phoenicolasius Maxim.;1654648976000;172
Scadoxus multiflorus (Martyn) Raf. ssp. katherinae (Baker) Friis & Nordal;1668647284000;122
Astragalus siliceus Barneby;1669705047000;137
Veronica prostrata L.;1662223139000;152
Liatris gholsonii L.C. Anderson;1676605516000;111
Arachis prostrata Benth.;1666829233000;134
Lupinus oreganus A. Heller;1669581478000;54
Camelina microcarpa Andrz. ex DC.;1678581458000;128
Archidium alternifolium (Hedw.) Schimp.;1672674840000;5
Cyperus flavicomus Michx.;1675225303000;32
Cryptantha traskiae I.M. Johnst.;1681750400000;130
Lupinus argenteus Pursh ssp. rubricaulis (Greene) Hess & D. Dunn;1656076261000;84
Dudleya candelabrum Rose;1663979946000;168
Carex macrocephala Willd. ex Spreng. var. macrocephala;1681472295000;37
Achnatherum coronatum (Thurb.) Barkworth;1673367668000;88
Taraxacum officinale F.H. Wigg. ssp. officinale;1676431361000;6
Fraxinus L.;1676831318000;7
Zamia pumila L. ssp. pumila;1668512362000;25
Geranium sylvaticum L.;1671780583000;131
Humulus lupulus L. var. lupuloides E. Small;1658947349000;62
Rhodanthe chlorocephala (Turcz.) P. Wilson;1670920335000;192
Hieracium triste Willd. ex Spreng. var. triste;1676188826000;175
Astragalus preussii A. Gray var. laxiflorus A. Gray;1654388459000;26
Carex breviculmis R. Br.;1662515350000;190
Wedelia lanceolata DC.;1653537686000;112
Ipomoea pes-caprae (L.) R. Br. ssp. pes-caprae (L.) R. Br. [excluded];1654655004000;63
Sclerolinon digynum (A. Gray) C.M. Rogers;1660488327000;102
Cupaniopsis anacardioides (A. Rich.) Radlk.;1657241304000;81
Anemone lancifolia Pursh;1681167662000;174
Spiraea douglasii Hook.;1674401186000;41
Urtica dioica L. ssp. gracilis (Aiton) Seland.;1669756811000;51
Rhexia salicifolia Kral & Bostick;1650697372000;33
Philonotis yezoana Besch. & Cardot;1669565023000;108
Kosteletzkya virginica (L.) C. Presl ex A. Gray;1651554785000;48
Acarospora gallica H. Magn.;1672245554000;17
Iris munzii R.C. Foster;1656270943000;110
Silene acaulis (L.) Jacq.;1656976968000;86
Caesalpinia pulcherrima (L.) Sw.;1650771907000;197
Aphanostephus riddellii Torr. & A. Gray;1677144519000;52
Eriogonum scopulorum Reveal;1679885169000;118
Galium grayanum Ehrend. var. grayanum;1667826835000;23
Tetraplodon paradoxus (R. Br.) I. Hagen;1663665691000;145
Hackelia venusta (Piper) H. St. John;1659076342000;52
Bletia patula Graham var. alba A.D. Hawkes;1664705459000;9
Chamaecrista (L.) Moench;1681598702000;158
Solanum triquetrum Cav.;1666149217000;84
Anaphalis DC.;1668503657000;45
Splachnobryum Müll. Hal.;1661169594000;108
Cladina subtenuis (Abbayes) Hale & W.L. Culb.;1656737135000;175
Eucalyptus deanei Maiden;1675984412000;176
Betula ×neoborealis Lepage;1672996820000;132
Leitneria pilosa J.A. Schrad. & W.R. Graves ssp. ozarkana J.A. Schrad. & W.R. Graves;1667450610000;31
Penstemon albertinus Greene;1676502823000;103
Vulpia octoflora (Walter) Rydb.;1671028678000;133
Carex oklahomensis Mack.;1660370905000;118
Elymus ciliaris (Trin.) Tzvel. ssp. ciliaris;1660439851000;97
Menodora decemfida (Gillies ex Hook. & Arn.) A. Gray var. longifolia Steyerm.;1661010538000;169
Racomitrium pygmaeum Frisvoll;1651489501000;64
Eriophorum vaginatum L. var. vaginatum;1650780595000;17
Physaria geyeri (Hook.) A. Gray var. geyeri;1657564040000;139
Parmotrema hypotropum (Nyl.) Hale;1658522719000;182
Carex juniperorum Catling, Reznicek & Crins;1663462416000;196
Pyrola chlorantha Sw.;1679894356000;185
Hillebrandia Oliv.;1672386240000;135
Calochortus amabilis Purdy;1657729124000;115
Baptisia alba (L.) Vent. var. macrophylla (Larisey) Isely;1677070681000;198
Quercus vacciniifolia Kellogg;1666190454000;177
Fimbristylis caroliniana (Lam.) Fernald;1668923755000;5
Mimulus gemmiparus W.A. Weber;1669820877000;91
Veronica agrestis L.;1668862051000;128
Ludwigia sphaerocarpa Elliott;1676114948000;158
Rorippa curvipes Greene;1669792912000;195
Sabatia dodecandra (L.) Britton, Sterns & Poggenb. var. dodecandra;1677054144000;38
Verbena gracilis Desf.;1674107357000;124
Ribes L.;1679100972000;164
Ophioglossum L.;1661188818000;35
Sisyrinchium demissum Greene;1657675876000;188
Elaphoglossum serpens Maxon & Morton ex Maxon;1679423314000;21
Paliurus spina-christi Mill.;1669371602000;32
Glycine Willd.;1651109148000;102
Peteria thompsoniae S. Watson;1669878273000;99
Carex glareosa Schkuhr ex Wahlenb. ssp. pribylovensis (Macoun) Halliday & Chater;1650761928000;134
Lomatium attenuatum Evert;1656339628000;17
Lepanthes Sw.;1664240768000;27
Mitchella repens L.;1659319737000;66
Thespesia populnea (L.) Sol. ex Corrêa;1651857551000;131
Froelichia interrupta (L.) Moq.;1656996465000;22
Castilleja flava S. Watson;1664224897000;189
Bocconia frutescens L.;1658195518000;137
Schadonia fecunda (Th. Fr.) Vezda & Poelt;1674879483000;40
Cucumis anguria L.;1670649507000;62
Lecidea torquens Müll. Arg.;1654407460000;150
Lomatium bicolor (S. Watson) J.M. Coult. & Rose;1656872259000;137
Coreopsis grandiflora Hogg ex Sweet var. grandiflora;1664458125000;154
Lonicera involucrata (Richardson) Banks ex Spreng. var. involucrata;1668422046000;150
Juniperus arizonica (R.P. Adams) R.P. Adams;1662419918000;29
Astragalus flexuosus Douglas ex G. Don var. diehlii (M.E. Jones) Barneby;1665466481000;80
Fimbristylis hawaiiensis Hillebr.;1663752960000;117
Lesquerella congesta Rollins;1657425971000;100
Castilleja ambigua Hook. & Arn. var. meadii J.M.Egger & Ruygt;1677784064000;133
Polygonum minus Huds.;1660821396000;45
Astragalus megacarpus (Nutt.) A. Gray;1670964480000;10
Fabiana imbricata Ruiz & Pav.;1669325227000;19
Ceanothus foliosus Parry;1665096062000;69
Lessingia nemaclada Greene;1653573901000;34
Brickellia laciniata A. Gray;1674076239000;192
Echinocereus coccineus Engelm. var. arizonicus (Rose ex Orcutt) D.J. Ferguson;1674478663000;20
Diploschistes bisporus (Bagl.) J. Steiner;1664987904000;112
Fuscidea kochiana (Hepp) V. Wirth & Vezda;1667980579000;146
Mimosa quadrivalvis L.;1669477041000;182
Smilax auriculata Walter;1657528378000;177
Peltigera neopolydactyla (Gyel.) Gyel.;1651475899000;25
Arthonia dispersula Nyl.;1663717962000;191
Penstemon janishiae N.H. Holmgren;1662195748000;156
Castilleja hispida Benth. ssp. hispida;1681509031000;13
Allium stellatum Fraser ex Ker Gawl.;1681656549000;156
Aira elegans Willd. ex Kunth;1657917838000;115
Thelypteris serrata (Cav.) Alston;1657888381000;158
Chlorogalum parviflorum S. Watson;1679446560000;24
Doodia R. Br.;1670531465000;2
Wyethia amplexicaulis (Nutt.) Nutt.;1670141529000;21
Perezia multiflora (Humb. & Bonpl.) Less.;1667168330000;183
Astragalus miser Douglas ex Hook. var. oblongifolius (Rydb.) Cronquist;1659579378000;43
Lesquerella kingii S. Watson ssp. kingii var. kingii;1667962583000;54
Chaetopappa asteroides Nutt. ex DC.;1676025634000;118
Lachnocaulon digynum Koern.;1659593561000;166
Eriogonum longifolium Nutt. var. lindheimeri Gandog.;1675189456000;22
Cooperia jonesii Cory;1669809569000;130
Alysicarpus rugosus (Willd.) DC.;1656819508000;185
Lipochaeta connata (Gaudich.) DC.;1651497231000;144
Rudbeckia triloba L. var. pinnatiloba Torr. & A. Gray;1659528974000;4
Allium canadense L.;1669942064000;196
Rhus ×borealis Greene;1673584092000;109
Xyris longisepala Kral;1657099588000;30
Stylocline gnaphalioides Nutt.;1661181706000;158
Githopsis specularioides Nutt.;1669651732000;73
Verbena halei Small;1651278395000;168
Linum pratense (Norton) Small;1658990867000;99
Ageratina altissima (L.) R.M. King & H. Rob.;1663913809000;190
Sphagnum mendocinum Sull. & Lesq.;1654089083000;72
Heuchera woodsiaphila P.J. Alexander;1672172114000;167
Guzmania Ruiz & Pav.;1680532419000;52
Carex ×limula Th. Fr. (pro sp.);1676621343000;171
Neptunia plena (L.) Benth.;1655935691000;108
Physaria vitulifera Rydb.;1651603620000;82
Graphis botryosa Tuck.;1673089334000;37
Marsilea L.;1660320140000;116
Oenothera pilosella Raf. ssp. sessilis (Pennell) Straley;1667393425000;128
Helianthus radula (Pursh) Torr. & A. Gray;1655812188000;80
Arenaria macradenia S. Watson ssp. macradenia var. kuschei (Eastw.) Maguire;1652371399000;79
Columnea scandens L.;1665204409000;181
Arthonia vernans Willey;1669328340000;119
Chorizanthe leptotheca Goodman;1679695066000;29
Sphagnum aongstroemii Hartm.;1670835805000;115
Acmella pusilla (Hook. & Arn.) R.K. Jansen;1663666310000;175
Bouteloua ramosa Scribn. ex Vasey;1667545164000;115
Crotalaria alata Buch.-Ham. ex D. Don;1671811383000;79
Skimmia Thunb.;1666472779000;28
Schiedea spergulina A. Gray var. spergulina;1661249248000;187
Glandularia tenera (Spreng.) Cabrera;1666128324000;84
Penstemon harbourii A. Gray;1663892177000;13
Philadelphus caucasicus Koehne [excluded];1664544260000;186
Trillium rugelii Rendle;1653062288000;47
Tamaulipa R.M. King & H. Rob.;1668435958000;34
Derris ferruginea (Roxb.) Benth.;1666130092000;52
Asplenium contiguum Kaulf. var. contiguum;1669699038000;62
Carex aquatilis Wahlenb. var. aquatilis;1677667346000;2
Elymus stebbinsii Gould ssp. septentrionalis Barkworth;1654731615000;116
Dasylirion wheeleri S. Watson;1679040026000;158
Abietinella Müll. Hal.;1663805724000;20
Townsendia alpigena Piper;1668601717000;191
Chiodecton ochroleucum Zahlbr.;1664546997000;199
Castilleja salsuginosa N.H. Holmgren;1658274597000;172
Saxifraga nelsoniana D. Don ssp. pacifica (Hultén) Hultén;1680215120000;1
Leavenworthia aurea Torr. var. texana (Mahler) Rollins;1681614636000;41
Erigeron algidus Jeps.;1680283556000;67
Polytrichum appalachianum L.E. Anderson;1667326013000;79
Platanthera aquilonis Sheviak;1658846480000;159
Microstegium vimineum (Trin.) A. Camus;1661963867000;31
Alyxia Banks ex R. Br.;1681417991000;134
Heterotheca sessiliflora (Nutt.) Shinners ssp. echioides (Benth.) Semple;1657013708000;66
Phytolacca icosandra L.;1664742481000;59
Salvia potus Epling;1680218573000;149
Ephebe solida Bornet;1665632385000;95
Quercus ×guadalupensis Sarg.;1659784866000;10
Equisetum sylvaticum L.;1658522995000;162
Carex bicolor Bellardi ex All.;1669945170000;14
Asplenium neobrackenridgei W.H. Wagner;1674420191000;92
Erigeron sanctarum S. Watson;1666858353000;64
Rosa foliolosa Nutt. ex Torr. & A. Gray;1681608129000;78
Mimulus moschatus Douglas ex Lindl. var. sessilifolius A. Gray;1653200041000;131
Pediomelum megalanthum (Wooton & Standl.) Rydb.;1663650795000;98
Scutellaria saxatilis Riddell;1656969631000;114
Thunbergia Retz.;1680436626000;144
Aegiphila elata Sw.;1664036642000;44
Salix niphoclada Rydb.;1661683312000;145
Lepidospartum latisquamum S. Watson;1670208072000;7
Croton leucophyllus Müll. Arg.;1659727052000;176
Umbilicaria Hoffm.;1652422884000;157
Melampodium cinereum DC. var. cinereum;1673913051000;150
Draba asprella Greene var. zionensis (C.L. Hitchc.) S.L. Welsh & Reveal;1664547258000;196
Bartlettia scaposa A. Gray;1678155361000;117
Primula specuicola Rydb.;1677125692000;24
Collomia mazama Coville;1658641953000;142
Paronychia erecta (Chapm.) Shinners var. erecta;1659223576000;53
Glandularia tampensis (Nash) Small;1678277624000;114
Pulmonaria L.;1670283705000;98
Rhynchospora uniflora Boeckeler;1677497681000;42
Artocarpus altilis (Parkinson) Fosberg;1677582417000;4
Trifolium gymnocarpon Nutt. ssp. gymnocarpon;1654636661000;32
Tagetes minima L.;1671133890000;9
Aristida basiramea Engelm. ex Vasey;1676891733000;60
Phacelia serrata J. Voss;1674504235000;106
Sechium edule (Jacq.) Sw.;1679399793000;157
Gymnocladus dioicus (L.) K. Koch;1679046925000;120
Penstemon dasyphyllus A. Gray;1676274736000;121
Arthonia polymorpha Ach.;1670691143000;56
Astranthium Nutt.;1651719889000;124
Cirsium texanum Buckley;1672826772000;57
Ficus auriculata Lour.;1675761831000;101
Chamaesaracha coniodes (Moric. ex Dunal) Britton;1654922925000;106
Quercus ×beaumontiana Sarg.;1658261539000;53
Astragalus brandegeei Porter;1661362136000;5
Acanthospermum Schrank;1651570411000;16
Anemone oregana A. Gray var. felix (M. Peck) C.L. Hitchc.;1654605874000;39
Muilla coronata Greene;1668448444000;38
Eriogonum umbellatum Torr. var. torreyanum (A. Gray) M.E. Jones;1669320823000;7
Equisetum ramosissimum Desf.;1672479775000;92
Rhynchospora globularis (Chapm.) Small var. globularis;1661612025000;105
Comparettia falcata Poepp. & Endl.;1667948222000;107
Elmera Rydb.;1662180820000;67
Stachytarpheta Vahl;1664185457000;159
Phlox nivalis Lodd. ex Sweet;1655254717000;78
Scleropodium touretii (Brid.) L.F. Koch var. colpophyllum (Sull.) E. Lawton ex H.A. Crum;1680913121000;168
Ficus sycomorus L.;1662545355000;183
Achnatherum speciosum (Trin. & Rupr.) Barkworth;1665573577000;111
Hippeastrum striatum (Lam.) H.E. Moore;1653113212000;46
Cyperus acuminatus Torr. & Hook. ex Torr.;1677804821000;171
Chamaebatia australis (Brandegee) Abrams;1662589884000;79
Ephebe hispidula (Ach.) Horwood;1652271226000;196
Dactylorhiza aristata (Fisch. ex Lindl.) Soó;1680204201000;124
Rosa californica Cham. & Schltdl.;1673250531000;47
Cuscuta decipiens Yunck.;1672936079000;65
Cyperus esculentus L. var. esculentus L. [excluded];1666301764000;17
Dichanthelium acuminatum (Sw.) Gould & C.A. Clark;1660351594000;23
Coreopsis wrightii (A. Gray) H.M. Parker;1674010124000;68
Gilia malior Day & V.E. Grant;1669010303000;193
Carex muriculata F.J. Herm.;1656158315000;154
Platyschkuhria integrifolia (A. Gray) Rydb. var. integrifolia;1666620609000;16
Astragalus vallaris M.E. Jones;1674200161000;184
Clermontia Gaudich.;1669080080000;121
Salix melanopsis Nutt.;1679440438000;166
Cliftonia Banks ex C.F. Gaertn.;1681409743000;98
Dichanthelium acuminatum (Sw.) Gould & C.A. Clark var. lindheimeri (Nash) Gould & C.A. Clark;1680943520000;87
Lessingia glandulifera A. Gray var. glandulifera;1667149274000;189
Stephanomeria exigua Nutt. ssp. carotifera (Hoover) Gottlieb;1680661443000;71
Erigeron foliosus Nutt. var. franciscensis G.L. Nesom;1674070326000;152
Symphyotrichum falcatum (Lindl.) G.L. Nesom var. falcatum;1667181072000;192
Agrostis clivicola Crampton var. punta-reyesensis Crampton;1681499583000;176
Juncus hemiendytus F.J. Herm. var. hemiendytus;1655436344000;173
Adonis L.;1658471220000;82
Marshallia graminifolia (Walter) Small var. cynanthera (Elliott) Beadle & F.E. Boynt.;1660552846000;190
Tabebuia rigida Urb.;1674072155000;195
Cuscuta decipiens Yunck.;1652517262000;87
Helocarpon crassipes Th. Fr.;1654538166000;107
Cissus obovata Vahl;1659315331000;112
Asplenium trichomanes-dentatum L.;1669884092000;130
Potentilla pensylvanica L. var. pensylvanica;1681742803000;59
Lipocarpha aristulata (Coville) G. Tucker;1652332320000;95
Pottia bryoides (Dicks.) Mitt.;1650794221000;66
Gaura angustifolia Michx.;1678842653000;84
Astrebla pectinata (Lindl.) F. Muell. [excluded];1663330937000;141
Allium bigelovii S. Watson;1674814736000;97
Phyllostegia electra Forbes;1650761664000;113
Astragalus gambelianus Sheldon;1676980816000;97
Bidens wiebkei Sherff;1655173545000;119
Clerodendrum indicum (L.) Kuntze;1672629703000;12
Andropogon ternarius Michx. var. ternarius;1656707465000;112
Fuchsia paniculata Lindl.;1659426812000;48
Scutellaria potosina Brandegee ssp. potosina var. grahamiana B.L. Turner;1672541493000;13
Sedum obtusatum A. Gray ssp. retusum (Rose) R.T. Clausen;1679662072000;164
Anthoxanthum aristatum Boiss.;1671871399000;94
Celtis laevigata Willd. var. brevipes (S. Watson) Sarg.;1671468908000;159
Panicum hirticaule J. Presl var. stramineum (Hitchc. & Chase) Beetle;1655576571000;84
Amygdalaria pelobotryon (Wahlenb.) Norman;1659172776000;5
Suaeda taxifolia (Standl.) Standl.;1663313761000;16
Erigeron religiosus Cronquist;1655580069000;104
Antennaria media Greene;1652316897000;3
Cyperus flavidus Retz.;1674224460000;118
Venturiella sinensis (Vent.) Müll. Hal.;1659395764000;172
Ambrosia acanthicarpa Hook.;1672513770000;35
Verbena urticifolia L. var. urticifolia;1680043403000;154
Hieracium murorum L.;1652927751000;185
Cheirodendron fauriei Hochr.;1677021650000;141
Coffea canephora Pierre ex Froehner;1652329829000;84
Trichostomopsis australasiae (Hook. & Grev.) H. Rob.;1650756891000;146
Chromolaena odorata (L.) R.M. King & H. Rob.;1678348006000;94
Elaphoglossum petiolatum (Sw.) Urb. var. dussii (Underw. ex Maxon) Proctor;1669653899000;61
Cucurbita pepo L.;1656586135000;76
Thalictrum minus L.;1651907131000;70
Matricaria discoidea DC.;1678119253000;91
Schoenoplectus ×steinmetzii (Fernald) S.G. Sm.;1657690845000;166
Asplenium trichomanes L. ssp. quadrivalens D.E. Mey.;1666015680000;168
Jacquemontia tamnifolia (L.) Griseb.;1664592632000;71
Cirsium osterhoutii (Rydb.) Petr.;1677671540000;153
Candelariella dispersa (Rasanen) Hakul.;1672539402000;3
Lecanora geophila (Th. Fr.) Poelt;1668454519000;114
Sorbus hybrida L.;1662239450000;101
Pulicaria paludosa Link;1672324224000;66
Spermacoce capitata Ruiz & Pav.;1669586365000;72
Enchylaena R. Br.;1657738192000;150
Ammoselinum giganteum J.M. Coult. & Rose;1680290729000;189
Solidago petiolaris Aiton;1660632551000;97
Lecidea peliaspis (Tuck.) Zahlbr.;1672130540000;26
Erigeron breweri A. Gray var. porphyreticus (M.E. Jones) Cronquist;1668848218000;4
Bonamia Thouars;1660886336000;99
Pyrrocoma radiata Nutt.;1672979717000;8
Parmotrema hababianum (Gyel.) Hale;1671646774000;31
Blephilia hirsuta (Pursh) Benth. var. glabrata Fernald;1663009724000;92
Cnicus L.;1653471846000;71
Buglossoides Moench;1664281554000;151
Centromadia pungens (Hook. & Arn.) Greene ssp. pungens;1655360413000;77
Drosanthemum Schwant.;1657932297000;79
Paronychia chartacea Fernald;1664090257000;112
Cheilanthes fendleri Hook.;1676698705000;92
Rhododendron japonicum (A. Gray) Sur.;1680809285000;70
Alectoria sarmentosa (Ach.) Ach. ssp. vexillifera (Nyl.) D. Hawksw.;1662616301000;22
Drypetes alba Poit.;1667248971000;83
Carludovica Ruiz & Pav.;1653675080000;73
Ribes malvaceum Sm.;1662767697000;152
Chaetopappa parryi A. Gray;1658757164000;9
Oenothera californica (S. Watson) S. Watson ssp. californica;1676817890000;141
Salix lasiolepis Benth. var. lasiolepis;1657354260000;128
